slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
gem,Gem,gem.png,"Open-source, self-custodial mobile crypto wallet supporting 100+ blockchains with zero tracking, built-in DEX swaps via a native aggregator, and fiat on-ramp for in-app purchases.","https://gemwallet.com/","https://docs.gemwallet.com/",,,,,,,FALSE,
gerowallet,GeroWallet,gerowallet.png,"Non-custodial Cardano browser extension wallet and multi-chain dashboard with an integrated crypto debit card, ADA staking, token swapping, and on-chain governance participation.","https://gerowallet.io/",,,,,,,,FALSE,
getblock,GetBlock,getblock.png,"Multi-chain RPC node service providing shared and dedicated node access to 100+ blockchain protocols via JSON-RPC, REST, WebSocket, and GraphQL APIs, with monitoring dashboards.","https://getblock.io/","https://docs.getblock.io/",getblockio,getblock-io,,,,,FALSE,
ghost,GHOST,ghost.png,"Cross-chain interoperability ecosystem including a Layer-1 blockchain built on Substrate, collateralized NFT tools, a decentralized NFT auction marketplace, and a reserve currency protocol.","https://ghostchain.io/","https://docs.ghostchain.io/",,,,,,,FALSE,
ghostgraph,GhostGraph,ghostgraph.png,"Blockchain data R&D studio offering GhostGraph, an indexing solution that lets developers write index transformation logic in Solidity and query onchain data via hosted GraphQL endpoints.",,,,,,,,,FALSE,
ginco,Ginco,ginco.png,"Web3 infrastructure and development platform providing wallets, APIs, SDKs, and blockchain node services supporting 60+ cryptocurrency assets across 30+ blockchain networks","https://www.ginco.com/",,,,,,,,FALSE,
github,GitHub,github.png,Official GitHub MCP (Model Context Protocol) Server enabling AI agents and assistants to interact with GitHub repositories,"https://github.com/","https://github.com/github/github-mcp-server",github,github,,,,github,FALSE,
glassnode,Glassnode,glassnode.png,"Digital asset market intelligence platform providing on-chain analytics, metrics, and research for Bitcoin, Ethereum, and other crypto assets.","https://glassnode.com/","https://docs.glassnode.com/",glassnode,glassnode,glassnode,,,,FALSE,
glif,Glif,glif.png,DePIN yield optimization protocol that enables token holders to earn returns on decentralized storage and DePIN network assets.,"https://www.glif.io/",,,,,,,,FALSE,
goldsky,Goldsky,goldsky.png,"Real-time blockchain data platform offering streaming pipelines (Mirror), subgraph indexing, and Edge RPC services for onchain application development.","https://goldsky.com/","https://docs.goldsky.com/",goldskyio,goldsky-io,,,,,FALSE,
google-cloud,Google Cloud,google-cloud.png,"Google Cloud infrastructure and services for Web3 projects, including node hosting, on-chain data analytics, scalable APIs, and a startup program.","https://cloud.google.com/web3",,,,,,,,FALSE,
goplausible,GoPlausible,goplausible.png,"Algorand MCP server enabling AI agents to interact with the Algorand blockchain — wallet management, transactions, smart contracts, and ASAs","https://goplausible.com/","https://github.com/GoPlausible/algorand-mcp#readme",,GoPlausible,,,,,FALSE,
goplus,Goplus,goplus.png,"Provides an open, permissionless Web3 security infrastructure offering a suite of APIs for token, smart contract, and dApp security across over 70 blockchains","https://gopluslabs.io/","https://docs.gopluslabs.io/",,,,,,,FALSE,
gora,Gora,gora.png,"Decentralized oracle compute network providing price, sports, weather, NFT, and custom data feeds on Algorand, Base, and Ethereum, with managed white-label oracle solutions and support for AI-powered decentralized applications.","https://www.gora.io/","https://github.com/GoraNetwork",GoraNetwork,GoraNetwork,,,,,FALSE,
growthepie,growthepie,growthepie.png,"Open analytics platform for the Ethereum ecosystem tracking L2 metrics, application usage, blockspace analytics, and economic data across Ethereum scaling layers.","https://www.growthepie.com/","https://docs.growthepie.com/",,,,,,,FALSE,
guarda,Guarda,guarda.png,"Non-custodial multi-chain cryptocurrency wallet supporting 70+ blockchains and 400K+ tokens with built-in staking, exchange, and crypto purchasing.","https://guarda.com/",,,,,,,,FALSE,
guardarian,Guardarian,guardarian.png,Non-custodial fiat onramp and offramp provider supporting card payments and bank transfers with fast settlement for crypto purchases and sales.,"https://guardarian.com/",,,,,,,,FALSE,
hackquest,Hackquest,hackquest.png,Web3 programming education platform offering courses and learning quests for developers to master blockchain and decentralized application development.,"https://www.hackquest.io/","https://docs.hackquest.io/",,,,,,,FALSE,
haha,Haha,haha.png,Monad-focused DeFi application providing optimized experience and services on the Monad blockchain,"https://www.haha.me/",,,,,,,,FALSE,
halliday,Halliday,halliday.png,"Non-custodial crypto payment platform integrating bridges and DEXs to enable fiat onramps, USD stablecoin purchases, and simplified payment routing for Web3 apps.","https://halliday.xyz/","https://docs.halliday.xyz/pages/home",,,,,,,FALSE,
hardhat,Hardhat,hardhat.png,"Development environment for Ethereum and EVM-compatible blockchains, helping developers compile, deploy, test, and debug Solidity smart contracts, with a Rust-powered runtime in Hardhat 3, Solidity and TypeScript testing support, and an extensible plugin ecosystem.","https://hardhat.org/","https://hardhat.org/docs/getting-started",,NomicFoundation/hardhat,,,,,FALSE,
hashport,Hashport,hashport.png,"Hedera-native enterprise-grade cross-chain bridge powered by the Hedera Consensus Service, enabling fast, low-fee digital asset transfers without a proprietary bridge token.","https://hashport.network/","https://docs.hashport.network/",,,,,,,FALSE,
hela,HeLa,hela.png,"It provides a modular, EVM-compatible Layer-1 blockchain platform for building dApps, supporting applications involving personalized AI and real-world use cases","https://helalabs.com/","https://docs.helalabs.com/",,,,,,,FALSE,
helius,Helius,helius.png,"Solana-native RPC and API platform providing high-performance node access, gRPC streaming, transaction sending, webhooks, and digital asset APIs.","https://www.helius.dev/","https://www.helius.dev/docs",heliuslabs,helius-labs,,,,,FALSE,
heurist,Heurist,heurist.png,"Decentralized AI inference network providing hosted API access to open-source AI models and specialized Web3 analytics agents via Heurist Mesh, with token-based payment support.","https://heurist.xyz/","https://docs.heurist.ai/",heurist_ai,heurist-network,,,,,FALSE,
hokusai,Hokusai,hokusai.png,"Docker and Kubernetes CLI developed by Artsy that dockerizes applications and manages their lifecycle through development, testing, and release cycles, wrapping Kubectl, Docker, Docker-Compose, and Git.",,,,artsy/hokusai,,,,,FALSE,
holdstation,Holdstation,holdstation.png,AI-powered perpetual DEX on BNB and WLD chains featuring a zero-slippage AI Matching Pool with up to 100x leverage and AI agents for multi-chain DeFi.,"https://holdstation.com","https://docs.holdstation.com/",,,,,,,FALSE,
hop,Hop,hop.png,"Protocol for fast, trustless token bridging across Ethereum rollups and sidechains, using liquidity pools and bonded relayers for near-instant cross-chain transfers.","https://hop.exchange/","https://docs.hop.exchange/developer-docs/",,,,,,,FALSE,
hot-wallet,Hot Wallet,hot-wallet.png,MPC-based Web3 wallet protocol from HOT Labs offering transferable wallets with two-factor authentication for secure transaction signing.,"https://hot-labs.org/",,,,,,,,FALSE,
huff,Huff,huff.png,Low-level assembly language for the Ethereum Virtual Machine designed for optimizing smart contract bytecode.,"https://huff.sh/","https://docs.huff.sh/",,,,,,,FALSE,
huffmate,Huffmate,huffmate.png,"Library of modern, hyper-optimized, and extensible Huff smart contracts with extensive testing and documentation, built and maintained by the Huff language team.",,,,huff-language/huffmate,,,,,FALSE,
hyperlane,Hyperlane,hyperlane.png,"Permissionless interoperability framework enabling cross-chain messaging and asset transfers across 150+ blockchains including EVM, Solana, Cosmos, and custom VMs.","https://www.hyperlane.xyz/","https://docs.hyperlane.xyz/",,,,,,,FALSE,
imtoken-2,imToken,imtoken-2.png,"Non-custodial multi-chain cryptocurrency wallet supporting Ethereum, Polygon, BSC and 100+ EVM-compatible networks.","https://token.im/","https://docs.token.im/",,,,,,,FALSE,
infstones,InfStones,infstones.png,"Blockchain infrastructure platform offering node deployment, staking, and API services across multiple networks, with SOC 2 Type I and II attestation.","https://infstones.com/","https://docs.infstones.com/",,,,,,,FALSE,
infura,Infura,infura.png,"Blockchain API platform by Consensys providing high-availability managed node access to Ethereum, IPFS, and other networks, with a Decentralized Infrastructure Network (DIN) for progressive decentralization.","https://www.infura.io/","https://docs.metamask.io/services/",infura_io,infura,,,,,FALSE,
intellij-solidity-plugin,Intellij Solidity Plugin,intellij-solidity-plugin.png,"Solidity language plugin for JetBrains IDEs providing syntax highlighting, code completion, go-to-declaration, find usages, code formatting, and Forge test runner integration.",,,,intellij-solidity/intellij-solidity,,,,,FALSE,
intellij-ton-plugin,IntelliJ TON Plugin,intellij-ton-plugin.png,"The official IntelliJ/IDEA plugin providing syntax highlighting, code completion, and tool integration for FunC and Tact development","https://plugins.jetbrains.com/plugin/23382-ton",,,,,,,,FALSE,
interport-finance,Interport Finance,interport-finance.png,"Cross-chain DeFi hub offering swaps, bridging, and aggregation across multiple networks, enabling users to buy or sell any token on any supported chain in a single transaction.","https://interport.fi/","https://docs.interport.fi",interportfi,Interport-Finance,,,,,FALSE,
ipfs,IPFS,ipfs.png,"A peer-to-peer protocol for content-addressed storage and retrieval, enabling applications to store, verify, and access data across decentralized networks without relying on central servers","https://ipfs.tech/","https://docs.ipfs.tech/",,ipfs-force-community/go-fvm-sdk,,,,,FALSE,
iron,Iron,iron.png,"Non-custodial mobile wallet for Bitcoin, Ethereum, Solana, and other major cryptocurrencies, requiring no KYC or personal information and storing no user data.","https://ironwallet.io/",,,,,,,,FALSE,
irys,Irys,irys.png,"Permanent data storage service enabling immutable, verifiable data anchoring on blockchains with cryptographic proof of inclusion","https://irys.xyz/","https://docs.irys.xyz/",irys_xyz,Irys-xyz,,,,,FALSE,
jiffyscan-xyz,jiffyscan.xyz,jiffyscan-xyz.png,"ERC-4337 UserOp explorer for tracking bundled transactions, user operations, bundlers, and paymasters across EVM-compatible networks.","https://jiffyscan.xyz/",,,,,,,,FALSE,
jumper-exchange,Jumper.Exchange,jumper-exchange.png,"Multi-chain swap and bridge aggregator powered by LI.FI, routing trades across 20+ chains through 100+ bridges and DEXs to find optimal paths for cross-chain token transfers.","https://jumper.xyz/","https://jumper.xyz/learn",,,,,,,FALSE,
kevm,KEVM,kevm.png,"Formal specification of the Ethereum Virtual Machine in the K framework by Runtime Verification, enabling rigorous testing, verification, and analysis of EVM semantics and smart contracts.",,,,runtimeverification/evm-semantics,,,,,FALSE,
keystone-3-pro,Keystone 3 Pro,keystone-3-pro.png,"Air-gapped hardware wallet with a 4-inch touchscreen, triple secure element chips, fingerprint authentication, and support for 5500+ coins across 200+ blockchains.","https://keyst.one/",,,,,,,,FALSE,
kraken,Kraken,kraken.png,"Global cryptocurrency exchange offering spot and futures trading for 200+ digital assets, with an integrated custodial wallet and fiat onramp/offramp services for retail and institutional users.","https://www.kraken.com","https://docs.kraken.com/api/",,,,,,,FALSE,
krebit,Krebit,krebit.png,Reputation and credential platform enabling developers to integrate onchain identity verification and creditworthiness scoring for Web3 applications and DeFi protocols,"https://krebit.id/",,,,,,,,FALSE,
kriptonio,Kriptonio,kriptonio.png,"Infrastructure platform providing developers with tools and services to build, test, and deploy decentralized applications and blockchain solutions","https://kriptonio.com/","https://docs.kriptonio.com/",,,,,,,FALSE,
kryptogo,Kryptogo,kryptogo.png,"Compliance-focused Web3 virtual asset management platform providing wallet SDK and API, AML/KYC analytics, and enterprise tools for businesses operating in crypto finance.","https://www.kryptogo.com/","https://www.kryptogo.com/docs/overview",,,,,,,FALSE,
kukai,Kukai,kukai.png,"Open-source Tezos wallet for web, desktop, and iOS with XTZ staking, FA token and NFT support, DirectAuth social login, and Ledger hardware wallet integration.","https://kukai.app/",,KukaiWallet,kukai-wallet,,,,,FALSE,
kukapay,KukaPay,kukapay.png,"AI-agent MCP tools for crypto workflows including wallet inspection, token transactions, and Solana integrations.","https://github.com/kukapay","https://github.com/kukapay/wallet-inspector-mcp",,kukapay,,,,,FALSE,
kuma,Kuma,kuma.png,Open-source multi-chain wallet by BlockCoders providing a unified interface for EVM and WASM accounts with cross-chain swap support across multiple blockchains.,"https://kumawallet.io/",,,,,,,,FALSE,
kurtosis,Kurtosis,kurtosis.png,"Container orchestration platform for reproducible blockchain development and testing, enabling portable test suite definition and infrastructure-as-code for smart contracts","https://www.kurtosis.com/","https://docs.kurtosis.com/",,,,,,,FALSE,
l2beat,L2BEAT,l2beat.png,"Independent analytics and research platform tracking Ethereum L2 and L3 scaling solutions, with a focus on decentralization, security, and trust assumptions.","https://l2beat.com/","https://docs.l2beat.com/",,,,,,,FALSE,
lace,Lace,lace.png,"Light wallet platform for the Cardano ecosystem developed by Input | Output (IOG), supporting ADA management, staking, NFTs, and DApps via browser extension and mobile app.","https://www.lace.io/",,,,,,,,FALSE,
laika-ai,Laika AI,laika-ai.png,"It offers an enterprise API and a SDK for custom agent development, allowing other developers to integrate its analytics and smart contract auditing features into their own applications","https://laikalabs.ai/",,,,,,,,FALSE,
lava-network,Lava Network,lava-network.png,"Decentralized RPC marketplace connecting AI agents and dApps to competitive node providers across multiple blockchains, routing traffic by speed and reliability.","https://www.lavanet.xyz/","https://docs.lavanet.xyz/public-rpc-endpoints/",,,,,,,FALSE,
layerswap,Layerswap,layerswap.png,Cross-chain asset bridging and swapping app supporting direct transfers across 70+ blockchains and from 15+ centralized exchanges to blockchain networks.,"https://layerswap.io/","https://docs.layerswap.io/introduction",,,,,,,FALSE,
layerzero-labs,LayerZero Labs,layerzero-labs.png,"Cross-chain interoperability protocol enabling omnichain messaging, asset bridging, and liquidity transport across 70+ blockchains.","https://layerzero.network/","https://docs.layerzero.network/v2/get-started/overview",layerzero_core,LayerZero-Labs,,,,,FALSE,
leandrogavidia,Leandro Gavidia,leandrogavidia.png,Solana ecosystem developer tools provider creating MCP server integrations and x402 payment protocol support for AI agents.,"https://github.com/leandrogavidia/solx402-mcp-server","https://github.com/leandrogavidia/solx402-mcp-server",,leandrogavidia/solx402-mcp-server,,,,,FALSE,
learnweb3,LearnWeb3,learnweb3.png,Web3 developer education and onboarding platform offering courses and learning resources to help developers become next-generation blockchain engineers,"https://learnweb3.io/",,,,,,,,FALSE,
ledger-sas,Ledger SAS,ledger-sas.png,"Hardware wallet manufacturer providing offline private key storage devices including Ledger Nano and Ledger Stax, along with developer tools and APIs for building Ledger-compatible applications.","https://www.ledger.com/","https://developers.ledger.com/",Ledger,LedgerHQ,,,,,FALSE,
lens,Lens,lens.png,"High-performance Layer 2 blockchain stack for SocialFi built on ZKsync and Ethereum, offering modular Social Primitives, account abstraction, USD gas fees, and decentralized storage nodes.","https://lens.xyz/","https://lens.xyz/docs/chain/overview",,lens-protocol/lens-sdk,,,,,FALSE,
li-fi,LI.FI,li-fi.png,"Bridge and DEX aggregation protocol providing single API and SDK integration across major DEX aggregators, bridges, and intent systems on all major chains.","https://li.fi/","https://docs.li.fi/introduction/introduction",lifiprotocol,lifinance,,,,,FALSE,
lightecho,LightEcho,lightecho.png,Soroban oracle and exchange rate service on Stellar providing cryptocurrency exchange rate data and price feeds for smart contracts on Stellar.,"https://lightecho.io/",,,,,,,,FALSE,
lighthouse,Lighthouse,lighthouse.png,"A decentralized storage protocol built on IPFS and Filecoin offering perpetual data preservation with encryption, access control, and token-gating through a one-time payment model","https://www.lighthouse.storage/","https://docs.lighthouse.storage/",LighthouseWeb3,lighthouse-web3,,,,,FALSE,
limechain,LimeChain,limechain.png,"Web3 engineering and product design firm offering blockchain development services, smart contract development, cross-chain bridges, ZK technology, and open-source developer tools","https://limechain.tech",,,,,,,,FALSE,
linea,Linea,linea.png,"Ethereum-equivalent zkEVM Layer 2 network built by Consensys, offering zero-knowledge proof settlement, low fees, and full compatibility with Ethereum tooling and clients.","https://linea.build/","https://docs.linea.build/",,,,,,,FALSE,
lineascan,Lineascan,lineascan.png,"Block explorer for Linea Mainnet by Etherscan, tracking transactions, tokens, and smart contracts on the Linea zkEVM Layer 2 network.","https://lineascan.build/","https://docs.etherscan.io/",,,,,,,FALSE,
livepeer-js,Livepeer.js,livepeer-js.png,JavaScript suite of tools and SDKs for integrating video streaming and transcoding capabilities powered by Livepeer into decentralized applications,"https://livepeer.studio/","https://docs.livepeer.org/v1/developers/introduction",,,,,,,FALSE,
llamanodes,LlamaNodes,llamanodes.png,MEV-protecting RPC endpoint providing fast transaction execution with automatic frontrunning and sandwich attack protection across EVM networks.,"https://llamanodes.com",,LlamaNodes,llamanodes,,,,,FALSE,
lobstr,LOBSTR,lobstr.png,"Mobile and web wallet for the Stellar network supporting Lumens, Stellar-based tokens, the Stellar Decentralized Exchange (SDEX), and fiat crypto purchases.","https://lobstr.co/",,,,,,,,FALSE,
loop-decoder,Loop Decoder,loop-decoder.png,"Library for transforming EVM transactions into a human-readable format, supporting multi-level call decoding, ABI resolution, and readable output for wallets and block explorers.",,,,3loop/loop-decoder,,,,,FALSE,
luminite,Luminite,luminite.png,Non-custodial cryptocurrency wallet enabling secure digital asset management and transactions,"https://www.luminite.app/",,,,,,,,FALSE,
lunarcrush,LunarCrush,lunarcrush.png,It serves as a comprehensive social intelligence platform catering to the realms of Crypto, NFTs, and Stocks,"https://lunarcrush.com/",,,,,,FALSE,
lute,Lute,lute.png,Non-custodial cryptocurrency wallet providing secure key management and transaction capabilities for blockchain interactions,"https://lute.app/",,,,,,,,FALSE,
magic,Magic,magic.png,"Web3 infrastructure platform providing server-side and embedded wallet management with TEE-secured non-custodial key management, social login integration, and white-label wallet solutions for developers and enterprises.","https://magic.link/","https://docs.magic.link/home/welcome",magic_labs,magiclabs,magiclabs,,,,FALSE,
maian,Maian,maian.png,"Automatic tool for detecting trace vulnerabilities in Ethereum smart contracts, identifying suicidal, prodigal, and greedy contract patterns through bytecode analysis.",,,,ivicanikolicsg/MAIAN,,,,,FALSE,
martian,Martian,martian.png,"Self-custodial browser extension and mobile wallet for the Aptos and Sui blockchains, supporting token storage, NFT management, staking, and cross-chain bridging.","https://martianwallet.xyz/",,,,,,,,FALSE,
math,Math,math.png,"Multichain Web3 wallet supporting 100+ blockchain networks with mobile, desktop, and browser extension clients, a built-in DApp browser, and staking.","https://www.mathwallet.org/",,,,,,,,FALSE,
matic-js,Matic.js,matic-js.png,"JavaScript SDK for interacting with the Polygon network, enabling asset transfers between Ethereum and Polygon via the PoS and Plasma bridges.",,,,0xPolygon/matic.js,,,,,FALSE,
mayan-finance,Mayan Finance,mayan-finance.png,"Cross-chain swap and routing protocol enabling transfers across Solana, Ethereum, Base, Arbitrum, BNB Chain, Sui, and other major blockchains via on-chain auctions for optimal rates.","https://mayan.finance/","https://docs.mayan.finance",,,,,,,FALSE,
mcpdotdirect,MCP.direct,mcpdotdirect.png,Builds EVM-focused MCP servers that expose blockchain interaction tools for AI agents,"https://github.com/mcpdotdirect/evm-mcp-server","https://github.com/mcpdotdirect/evm-mcp-server",,mcpdotdirect/evm-mcp-server,,,,,FALSE,
meld,Meld,meld.png,"Global fiat-to-crypto onramp and offramp network providing a single API to onboard users from 100+ countries with multi-chain support, smart routing, and KYC orchestration.","https://www.meld.io/","https://docs.meld.io/docs/overview",,,,,,,FALSE,
meowrpc,MeowRPC,meowrpc.png,RPC endpoint infrastructure provider delivering reliable and optimized blockchain node access services,"https://meowrpc.com/",,,,,,,,FALSE,
mercury,Mercury,mercury.png,High-performance indexer for the Stellar network that enables developers to query events and transactions using simple queries or custom indexing logic via Retroshades.,"https://mercurydata.app/","https://docs.mercurydata.app/",,,,,,,FALSE,
mercuryo,Mercuryo,mercuryo.png,"Web3 payment engine providing fiat-to-crypto onramp and offramp services, virtual card issuance, and white-label solutions for 500+ businesses across 150+ countries.","https://mercuryo.io/",,,,,,,,FALSE,
meson,Meson,meson.png,"Cross-chain protocol connecting 60+ blockchains for moving crypto, converting stablecoins across CEX and DeFi venues, and bridging real-world assets into a unified flow.","https://meson.fi/",,,,,,,,FALSE,
messari,Messari,messari.png,"Crypto data and intelligence platform offering market data, on-chain analytics, news, and fundraising data via API for over 40,000 assets, used by institutional clients including Coinbase, Robinhood, and Chainlink","https://messari.io/","https://docs.messari.io/introduction",MessariCrypto,messari,messari,,,,FALSE,
messinaone,MessinaOne,messinaone.png,"Cross-chain bridge and DeFi platform supporting 1:1 native asset transfers across Algorand, Ethereum, and other networks, with unified liquidity pools, Algorand liquid staking, and account abstraction.","https://messina.one/","https://messinaone.gitbook.io/messina/",,,,,,,FALSE,
metamask,Metamask,metamask.png,"Browser extension and mobile wallet by Consensys for managing crypto accounts, signing transactions, buying and swapping tokens, and connecting to decentralized applications across multiple networks.","https://metamask.io/","https://docs.metamask.io/",MetaMask,MetaMask,metamask,,,,FALSE,
metasleuth,MetaSleuth,metasleuth.png,"On-chain fund tracking and investigation platform offering cross-chain address visualization, real-time monitoring, compliance risk scoring, and address labeling APIs with over 400 million labels.","https://metasleuth.io/","https://docs.metasleuth.io/",,,,,,,FALSE,
mew,Mew,mew.png,"Non-custodial open-source interface for Ethereum and EVM networks supporting asset management, DApp interaction, token swapping, and hardware wallet integration.","https://www.myetherwallet.com/",,myetherwallet,MyEtherWallet,,,,,FALSE,
mimic,Mimic,mimic.png,"A developer platform providing a programmable layer for building blockchain applications using intent-based execution, serverless functions, and automated workflows","https://www.mimic.fi/","https://docs.mimic.fi/",,,,,,,FALSE,
mobula,Mobula,mobula.png,"Real-time on-chain trading and wallet data infrastructure API providing low-latency REST and WebSocket endpoints for pool states, trades, PnL tracking, and wallet data across multiple chains","https://mobula.io/","https://docs.mobula.io/",,,,,,,FALSE,
monad,Monad,monad.png,"High-performance EVM-compatible blockchain delivering 10,000+ TPS with sub-second finality, decentralization via consumer-grade hardware, and full Ethereum bytecode compatibility","https://monad.xyz/","https://docs.monad.xyz/",,,,,,,FALSE,
moonpay,MoonPay,moonpay.png,"Crypto on-ramp and off-ramp platform serving 35M+ verified accounts across 180 countries, enabling purchases via Apple Pay, Google Pay, PayPal, bank transfer, and other payment methods.","https://www.moonpay.com/","https://dev.moonpay.com/docs/advantages-of-our-products",,,,,,,FALSE,
moralis,Moralis,moralis.png,"Web3 data and authentication platform providing EVM and Solana APIs, real-time blockchain streams, wallet data, token data, and NFT APIs for backend application developers.","https://moralis.com/","https://docs.moralis.com/",MoralisWeb3,MoralisWeb3,,,,,FALSE,
mosaia,Mosaia,mosaia.png,"AI-native platform for business development and Web3 ecosystem growth, connecting builders with service providers and offering intelligence tools for deal-making","https://www.mosaia.io/",,,,,,,,FALSE,
mt-pelerin,Mt Pelerin,mt-pelerin.png,"Swiss-based crypto ramp offering light/no-KYC limits up to 100k CHF annually via bank transfer and native Lightning Network support.","https://www.mtpelerin.com/","https://developers.mtpelerin.com/",mtpelerin,MtPelerin,,mtpelerin,mtpelerin,,FALSE,
multicall3,Multicall3,multicall3.png,"Smart contract deployed on 250+ chains at 0xcA11bde05977b3631167028862bE2a173976CA11 that aggregates multiple constant function calls into a single on-chain request, reducing RPC overhead.","https://www.multicall3.com",,,,,,,,FALSE,
multisender,Multisender,multisender.png,Token and NFT distribution service enabling users to send crypto assets to multiple recipients in batch transactions with minimal transaction fees,"https://multisender.app/",,,,,,,,FALSE,
mytonwallet,MyTonWallet,mytonwallet.png,"Open-source self-custodial wallet for TON, TRON, and Solana with built-in staking, NFT management, cross-chain swap aggregator, and DApp browser, audited by CertiK.","https://mytonwallet.io/",,,,,,,,FALSE,
nami,Nami,nami.png,"Non-custodial Cardano browser extension wallet for managing ADA, native tokens and NFTs, with dApp connectivity, staking delegation and Ledger/Trezor support; now integrated into Lace as Nami Mode by IOG.","https://www.namiwallet.io/",,,,,,,,FALSE,
nansen,Nansen,nansen.png,"Onchain analytics and crypto intelligence platform providing wallet labeling, Smart Money tracking, and token signals across 18+ blockchains via web terminal, mobile app, and REST/MCP API.","https://www.nansen.ai/","https://docs.nansen.ai/",nansen_ai,nansen-ai,nansen-ai,,,,FALSE,
nebulum,Nebulum,nebulum.png,Provides faucet services for Web3 developers and users.,,,,,,,,,FALSE,
nirholas,Nirholas,nirholas.png,MCP tools provider building multi-chain Web3 infrastructure including crypto interaction servers and smart contract interfaces.,"https://github.com/nirholas/universal-crypto-mcp","https://github.com/nirholas/universal-crypto-mcp",nirholas,nirholas/universal-crypto-mcp,,,,,FALSE,
nodely,Nodely,nodely.png,"Globally distributed node and indexer infrastructure for Algorand AVM-compatible networks, offering free and commercial API access with low-latency performance and 24/7 developer support.","https://nodely.io/","https://nodely.io/docs/free/start/",,,,,,,FALSE,
nodereal,NodeReal,nodereal.png,"One-stop blockchain infrastructure provider offering high-performance RPC nodes and APIs for BNB Smart Chain, Ethereum, opBNB, Arbitrum, Optimism, and Aptos.","https://nodereal.io/","https://docs.nodereal.io/docs/intro-nodereal",,,,,,,FALSE,
nodies,Nodies,nodies.png,"Decentralized Web3 RPC infrastructure by POKT Network providing globally distributed, high-performance node endpoints across multiple blockchains.","https://www.nodies.app/","https://docs.nodies.app/overview/supported-blockchains",,,,,,,FALSE,
nodit,Nodit,nodit.png,"Multi-chain blockchain data and node API platform providing 2,000+ indexed on-chain data APIs, Node RPC endpoints, webhooks for live event triggers, and MCP server access across EVM and non-EVM networks, with SOC 2 Type I and II certified infrastructure.","https://www.nodit.io/","https://developer.nodit.io/en/",,noditlabs/nodit-mcp-server,,,,,FALSE,
nova,Nova,nova.png,"Open-source mobile wallet for the Polkadot ecosystem supporting 100+ networks with staking, governance voting, DApp connectivity, and cross-chain transfers.","https://novawallet.io","https://docs.novawallet.io/nova-wallet-wiki",,,,,,,FALSE,
noves,Noves,noves.png,"Enterprise blockchain data platform that deploys on customer infrastructure to translate on-chain transaction data into human-readable financial records for reporting, reconciliation, tax, and audit.","https://www.noves.fi/","https://docs.noves.fi/reference/api-overview",Noves_fi,,,,company/noves-fi,,FALSE,
nownodes,Nownodes,nownodes.png,Blockchain API and node infrastructure provider offering shared and dedicated RPC endpoints with WebSocket streams for 100+ blockchain networks at 99.95% uptime.,"https://nownodes.io/","https://nownodes.gitbook.io/documentation",,,,,,,FALSE,
nowpayments,NowPayments,nowpayments.png,"Non-custodial cryptocurrency payment gateway supporting hundreds of digital assets for e-commerce, donations, invoicing, and subscription payments.","https://nowpayments.io/",,,,,,,,FALSE,
nsuite,NSuite,nsuite.png,Institutional-grade wallet platform designed for crypto and NFT business operations with multi-sig and compliance features,"https://www.nsuite.io/",,,,,,,,FALSE,
nufi,Nufi,nufi.png,"Non-custodial multi-chain wallet supporting 100+ chains including Bitcoin, Cardano, Solana, and EVM networks with hardware wallet integration, social login, staking, and swaps.","https://nu.fi/",,,,,,,,FALSE,
ocean-protocol,Ocean Protocol,ocean-protocol.png,"Decentralized protocol for tokenized AI and data monetization, enabling privacy-preserving data sharing and AI model deployment on blockchain-secured marketplaces.","https://oceanprotocol.com/","https://docs.oceanprotocol.com/developers",,,,,,,FALSE,
oklink,OKLink,oklink.png,"Multi-chain blockchain explorer and API platform by OKX providing onchain data retrieval, contract verification, address risk analytics, and transaction monitoring across major networks.","https://www.oklink.com/","https://www.oklink.com/docs/en/",,,,,,,FALSE,
oku-trade,Oku Trade,oku-trade.png,"Non-custodial DeFi meta-aggregator providing the best swap and bridge rates across 30+ EVM chains, with limit orders, liquidity management, and fiat on/off-ramps","https://oku.trade","https://docs.oku.trade/home/",,,,,,,FALSE,
okx,OKX,okx.png,"Non-custodial multi-chain Web3 wallet by OKX supporting token storage, swapping, staking, and DApp connectivity across EVM and non-EVM networks with up to 1,000 sub-accounts.","https://web3.okx.com/","https://web3.okx.com/build/docs",,,,,,,FALSE,
omnia,Omnia,omnia.png,"Multi-chain privacy RPC infrastructure providing metadata stripping, MEV protection, and private transaction routing for wallets and dApps via the OMNIA Stealth OS layer.","https://www.omniatech.io/","https://docs.omniatech.io/",,,,,,,FALSE,
onekey,OneKey,onekey.png,It provides a platform for developers to integrate secure blockchain wallet functionalities into both web and native applications,"https://onekey.so/","https://developer.onekey.so/",,,,,,,FALSE,
onfinality,OnFinality,onfinality.png,"Blockchain infrastructure platform providing globally distributed shared API endpoints and dedicated node deployment across 135+ networks including Polkadot, Ethereum, Avalanche, and Cosmos.","https://onfinality.io/","https://documentation.onfinality.io/support/",,,,,,,FALSE,
onmeta,Onmeta,onmeta.png,Fiat-to-crypto and crypto-to-fiat payment infrastructure enabling seamless integration of on-ramp and off-ramp services into Web3 applications,"https://onmeta.in/",,,,,,,,FALSE,
